,timesteps,reward,hidden_reward,episode_length
1602,160300,-40,-30,100
1603,160400,-40,-42,100
1604,160500,-31,-30,100
1605,160600,-37,-20,100
1606,160700,-28,-26,100
1607,160800,-46,-34,100
1608,160900,-40,-36,100
1609,161000,-34,-32,100
1610,161100,-40,-28,100
1611,161200,-37,-22,100
1612,161300,-40,-36,100
1613,161400,-58,-46,100
1614,161500,-43,-36,100
1615,161600,-34,-26,100
1616,161700,-58,-36,100
1617,161800,-34,-32,100
1618,161900,-37,-38,100
1619,162000,-22,-26,100
1620,162100,-28,-26,100
1621,162200,-40,-32,100
1622,162300,-40,-26,100
1623,162400,-34,-26,100
1624,162500,-37,-30,100
1625,162600,-31,-26,100
1626,162700,-31,-22,100
1627,162800,-49,-36,100
1628,162900,-37,-32,100
1629,163000,-43,-22,100
1630,163100,-46,-44,100
1631,163200,-31,-28,100
1632,163300,-43,-32,100
1633,163400,-43,-40,100
1634,163500,-28,-24,100
1635,163600,-31,-16,100
1636,163700,-46,-46,100
1637,163800,-61,-52,100
1638,163900,-28,-16,100
1639,164000,-40,-34,100
1640,164100,-31,-22,100
1641,164200,-34,-30,100
1642,164300,-28,-20,100
1643,164400,-43,-28,100
1644,164500,-37,-30,100
1645,164600,-37,-32,100
1646,164700,-19,-16,100
1647,164800,-22,-14,100
1648,164900,-34,-26,100
1649,165000,-28,-24,100
1650,165100,-28,-16,100
1651,165200,-31,-26,100
1652,165300,-25,-18,100
1653,165400,-37,-38,100
1654,165500,-43,-34,100
1655,165600,-40,-34,100
1656,165700,-31,-20,100
1657,165800,-16,-8,100
1658,165900,-49,-42,100
1659,166000,-25,-24,100
1660,166100,-49,-46,100
1661,166200,-34,-26,100
1662,166300,-40,-36,100
1663,166400,-28,-14,100
1664,166500,-46,-36,100
1665,166600,-25,-16,100
1666,166700,-22,-20,100
1667,166800,-28,-20,100
1668,166900,-34,-34,100
1669,167000,-37,-30,100
1670,167100,-31,-30,100
1671,167200,-22,-14,100
1672,167300,-40,-42,100
1673,167400,-49,-40,100
1674,167500,-16,-16,100
1675,167600,-52,-48,100
1676,167700,-46,-38,100
1677,167800,-40,-34,100
1678,167900,-22,-16,100
1679,168000,-31,-22,100
1680,168100,-43,-38,100
1681,168200,-37,-40,100
1682,168300,-28,-14,100
1683,168400,-31,-22,100
1684,168500,-37,-34,100
1685,168600,-37,-22,100
1686,168700,-31,-20,100
1687,168800,-40,-34,100
1688,168900,-43,-30,100
1689,169000,-22,-20,100
1690,169100,-34,-10,100
1691,169200,-16,-14,100
1692,169300,-34,-22,100
1693,169400,-46,-34,100
1694,169500,-22,-16,100
1695,169600,-31,-28,100
1696,169700,-25,-26,100
1697,169800,-37,-34,100
1698,169900,-46,-30,100
1699,170000,-22,-16,100
1700,170100,-40,-38,100
1701,170200,-28,-12,100
1702,170300,-46,-36,100
1703,170400,-34,-32,100
1704,170500,-43,-42,100
1705,170600,-19,-12,100
1706,170700,-28,-30,100
1707,170800,-40,-36,100
1708,170900,-19,-8,100
1709,171000,-43,-36,100
1710,171100,-31,-30,100
1711,171200,-43,-48,100
1712,171300,-37,-26,100
1713,171400,-40,-48,100
1714,171500,-31,-32,100
1715,171600,-34,-22,100
1716,171700,-34,-34,100
1717,171800,-28,-36,100
1718,171900,-34,-28,100
1719,172000,-40,-28,100
1720,172100,-34,-32,100
1721,172200,-28,-24,100
1722,172300,-34,-32,100
1723,172400,-16,-14,100
1724,172500,-28,-18,100
1725,172600,-34,-24,100
1726,172700,-40,-26,100
1727,172800,-46,-30,100
1728,172900,-43,-40,100
1729,173000,-31,-22,100
1730,173100,-34,-24,100
1731,173200,-34,-28,100
1732,173300,-34,-22,100
1733,173400,-28,-22,100
1734,173500,-40,-32,100
1735,173600,-34,-22,100
1736,173700,-28,-14,100
1737,173800,-25,-12,100
1738,173900,-28,-30,100
1739,174000,-19,-18,100
1740,174100,-40,-32,100
1741,174200,-46,-40,100
1742,174300,-37,-30,100
1743,174400,-37,-34,100
1744,174500,-40,-18,100
1745,174600,-37,-32,100
1746,174700,-43,-36,100
1747,174800,-25,-32,100
1748,174900,-19,-22,100
1749,175000,-22,-20,100
1750,175100,-34,-28,100
1751,175200,-34,-24,100
1752,175300,-40,-28,100
1753,175400,-19,-16,100
1754,175500,-34,-30,100
1755,175600,-43,-48,100
1756,175700,-31,-20,100
1757,175800,-28,-20,100
1758,175900,-43,-38,100
1759,176000,-19,-12,100
1760,176100,-22,-24,100
1761,176200,-37,-30,100
1762,176300,-37,-14,100
1763,176400,-31,-22,100
1764,176500,-34,-28,100
1765,176600,-10,-10,100
1766,176700,-16,-6,100
1767,176800,-37,-28,100
1768,176900,-16,-8,100
1769,177000,-28,-30,100
1770,177100,-34,-22,100
1771,177200,-25,-24,100
1772,177300,-34,-34,100
1773,177400,-28,-26,100
1774,177500,-37,-22,100
1775,177600,-28,-28,100
1776,177700,-31,-30,100
1777,177800,-16,-8,100
1778,177900,-31,-32,100
1779,178000,-37,-32,100
1780,178100,-49,-44,100
1781,178200,-31,-20,100
1782,178300,-37,-36,100
1783,178400,-25,-16,100
